afp,identificador_final,tipo_identificador,isin,entidad_administradora,moneda_normalizada,primera_fecha,ultima_fecha,meses_presentes,peso_mediano_exterior,peso_promedio_exterior,peso_maximo_exterior,peso_mediano_total_fondo,escenario,meses_elegibles_afp,persistencia_pct
Integra,US2332038270,isin,US2332038270,DIMENSIONAL,JPY,2018-03-30,2018-03-30,1,0.0228014928583821,0.0228014928583821,0.0228014928583821,0.0137466454543876,principal_5pct,49,2.0408163265306123
Integra,US2332038270,isin,US2332038270,DIMENSIONAL,USD,2015-01-30,2019-07-31,47,0.0227315906190373,0.02248572712166602,0.0273026307066304,0.0138486891565358,principal_5pct,49,95.91836734693877
Integra,US279158AV11,isin,US279158AV11,ECOPETROL S.A.,USD,2024-05-31,2024-05-31,1,0.0057587904599654,0.0057587904599654,0.0057587904599654,0.002491555467223,principal_5pct,49,2.0408163265306123
Integra,US29274F1049,isin,US29274F1049,ENERSIS,SIN_DATO,2018-03-30,2018-03-30,1,0.0021190233266812,0.0021190233266812,0.0021190233266812,0.0012775243516897,principal_5pct,49,2.0408163265306123
Integra,US29274F1049,isin,US29274F1049,ENERSIS,USD,2016-08-31,2019-07-31,29,0.0020351362525752,0.0019408204356039,0.0025161332197785,0.0012283633976693,principal_5pct,49,59.183673469387756
Integra,US33733E3027,isin,US33733E3027,First Trust Adv,USD,2018-10-31,2019-07-31,6,0.00770240233411695,0.01338339389797265,0.0318549593377079,0.0045786132461734,principal_5pct,49,12.244897959183673
Integra,US3444191064,isin,US3444191064,FEMSA,USD,2017-10-31,2018-06-29,9,0.001602082164056,0.0015206735465313223,0.0016853779602372,0.0009773064927309,principal_5pct,49,18.367346938775512
Integra,US3444191064,isin,US3444191064,Femsa,USD,2016-08-31,2017-09-29,13,0.0011216091610452,0.0012720869116521769,0.0019088374310148,0.000685904471439,principal_5pct,49,26.53061224489796
Integra,US46090E1038,isin,US46090E1038,BANK NEW YORK,USD,2018-06-29,2019-03-29,8,0.0095238981582987,0.0137637275532888,0.0448524015208329,0.0057856701926945,principal_5pct,49,16.3265306122449
Integra,US46090E1038,isin,US46090E1038,bank of new york,USD,2024-05-31,2024-05-31,1,0.0574367447721075,0.0574367447721075,0.0574367447721075,0.0248501549850276,principal_5pct,49,2.0408163265306123
Integra,US4642851053,isin,US4642851053,BlackRock USA,USD,2015-01-30,2019-07-31,48,8.261837722618294e-08,4.338757411855978e-05,0.0003912424924813,4.983409033083114e-08,principal_5pct,49,97.95918367346938
Integra,US4642864007,isin,US4642864007,BlackRock Fund Advisors,USD,2024-05-31,2024-05-31,1,0.0425155288021784,0.0425155288021784,0.0425155288021784,0.0183944526138536,principal_5pct,49,2.0408163265306123
Integra,US4642865178,isin,US4642865178,BlackRock USA,USD,2019-07-31,2019-07-31,1,0.0042125423503794,0.0042125423503794,0.0042125423503794,0.002424256772695,principal_5pct,49,2.0408163265306123
Integra,US4642865335,isin,US4642865335,BlackRock USA,USD,2018-08-31,2019-07-31,8,0.00820685710606565,0.011277166067048476,0.0348732218602159,0.00502206664166965,principal_5pct,49,16.3265306122449
Integra,US4642866085,isin,US4642866085,BlackRock Fund Advisors,USD,2024-05-31,2024-05-31,1,0.0325841478351493,0.0325841478351493,0.0325841478351493,0.0140976151585758,principal_5pct,49,2.0408163265306123
Integra,US4642866085,isin,US4642866085,BlackRock USA,SIN_DATO,2018-03-30,2018-03-30,1,0.0718343595595028,0.0718343595595028,0.0718343595595028,0.0433077552614925,principal_5pct,49,2.0408163265306123
Integra,US4642866085,isin,US4642866085,BlackRock USA,USD,2015-01-30,2019-07-31,47,0.0454208198558475,0.04817997039322657,0.1045691623017619,0.0286300269940137,principal_5pct,49,95.91836734693877
Integra,US4642867315,isin,US4642867315,BlackRock USA,USD,2015-01-30,2015-07-31,7,0.0005285591301262,0.0005288311674737143,0.0005379538946664,0.0003290099765239,principal_5pct,49,14.285714285714285
Integra,US4642867646,isin,US4642867646,BlackRock USA,USD,2015-03-31,2019-07-31,46,6.583229411307964e-06,0.0037031890429731072,0.0259100443901175,3.93299590038566e-06,principal_5pct,49,93.87755102040816
Integra,US4642867729,isin,US4642867729,BlackRock Fund Advisors,USD,2024-05-31,2024-05-31,1,0.0293242077864978,0.0293242077864978,0.0293242077864978,0.0126871937328436,principal_5pct,49,2.0408163265306123
Integra,US4642867729,isin,US4642867729,BlackRock USA,USD,2015-01-30,2015-07-31,7,0.000551728478618,0.0005584592558453143,0.0005823778861434,0.0003462725271179,principal_5pct,49,14.285714285714285
Integra,US4642868065,isin,US4642868065,BlackRock USA,USD,2015-01-30,2019-07-31,48,0.03147833299698405,0.03219530060240835,0.0767796871101902,0.018499417120438552,principal_5pct,49,97.95918367346938
Integra,US4642868149,isin,US4642868149,BlackRock Fund Advisors,USD,2024-05-31,2024-05-31,1,0.0035664570482888,0.0035664570482888,0.0035664570482888,0.0015430367920234,principal_5pct,49,2.0408163265306123
Integra,US4642868222,isin,US4642868222,BlackRock Fund Advisors,USD,2024-05-31,2024-05-31,1,0.0056818203238413,0.0056818203238413,0.0056818203238413,0.0024582541403548,principal_5pct,49,2.0408163265306123
Integra,US4642868222,isin,US4642868222,BlackRock USA,USD,2015-01-30,2019-07-31,48,4.901388217961097e-05,4.871197412629792e-05,5.652385712401857e-05,3.0423031562088456e-05,principal_5pct,49,97.95918367346938
Integra,US4642868487,isin,US4642868487,BlackRock USA,USD,2015-01-30,2016-10-31,21,0.0636435582180661,0.07178996538444567,0.1280145600916117,0.0436360424698976,principal_5pct,49,42.857142857142854
Integra,US4642871846,isin,US4642871846,BlackRock Fund Advisors,USD,2024-05-31,2024-05-31,1,0.058098617152537,0.058098617152537,0.058098617152537,0.0251365157685163,principal_5pct,49,2.0408163265306123
Integra,US4642871846,isin,US4642871846,BlackRock USA,USD,2015-01-30,2019-07-31,48,1.724544637349565e-07,0.006403625871416811,0.0526817769887795,1.0537959375295084e-07,principal_5pct,49,97.95918367346938
Integra,US4642872000,isin,US4642872000,BlackRock USA,USD,2015-01-30,2019-07-31,48,0.0074927288700393,0.010250953953004216,0.0579221437529369,0.004582555262936799,principal_5pct,49,97.95918367346938
Integra,US4642872349,isin,US4642872349,BlackRock USA,SIN_DATO,2018-03-30,2018-03-30,1,0.0344517968855216,0.0344517968855216,0.0344517968855216,0.0207704223575755,principal_5pct,49,2.0408163265306123
Integra,US4642872349,isin,US4642872349,BlackRock USA,USD,2015-01-30,2019-07-31,47,6.583260158057167e-05,0.012587384026231083,0.0524651460721708,4.0159302654212144e-05,principal_5pct,49,95.91836734693877
Integra,US4642873255,isin,US4642873255,BlackRock USA,USD,2015-01-30,2019-07-31,48,0.00019360430950470002,0.0001980092560351271,0.0002571923821612,0.00011884001406605,principal_5pct,49,97.95918367346938
Integra,US4642873909,isin,US4642873909,BlackRock USA,USD,2019-03-29,2019-07-31,2,0.031129934300690998,0.031129934300690998,0.0351478784996061,0.018168354322194297,principal_5pct,49,4.081632653061225
Integra,US4642874576,isin,US4642874576,BlackRock USA,USD,2016-05-31,2019-07-31,4,0.01745170849479,0.021446466399745224,0.0506203660019282,0.01033143578508925,principal_5pct,49,8.16326530612245
Integra,US4642875151,isin,US4642875151,BlackRock USA,USD,2015-01-30,2016-01-29,12,0.0189369510650243,0.01915159460855721,0.0217303438994647,0.01181785480242455,principal_5pct,49,24.489795918367346
Integra,US4642875235,isin,US4642875235,BlackRock Fund Advisors,USD,2024-05-31,2024-05-31,1,0.0695518081491938,0.0695518081491938,0.0695518081491938,0.0300917682374595,principal_5pct,49,2.0408163265306123
Integra,US4642876555,isin,US4642876555,BlackRock USA,USD,2015-01-30,2019-07-31,46,0.0035544457260333496,0.005578253328729598,0.0243541306563102,0.0021914574167921502,principal_5pct,49,93.87755102040816
Integra,US4642877702,isin,US4642877702,BlackRock USA,USD,2016-09-30,2017-05-31,8,0.0143412576640863,0.01664150240016785,0.0333134336310856,0.00813681025193675,principal_5pct,49,16.3265306122449
Integra,US4642878049,isin,US4642878049,BlackRock USA,USD,2019-03-29,2019-07-31,2,0.00935565239731545,0.00935565239731545,0.0098403570451544,0.005466995988800599,principal_5pct,49,4.081632653061225
Integra,US4642878619,isin,US4642878619,BlackRock USA,USD,2015-01-30,2019-07-31,48,0.00036008298105389997,0.0003550734816901271,0.0004114344890683,0.0002175357569186,principal_5pct,49,97.95918367346938
Integra,US4642881829,isin,US4642881829,BlackRock USA,USD,2015-01-30,2019-07-31,21,0.0078709160218345,0.016490214248116995,0.0530217651730868,0.0048159096108032,principal_5pct,49,42.857142857142854
Integra,US4642882579,isin,US4642882579,BlackRock USA,USD,2015-03-31,2019-07-31,19,0.005737581599376,0.019657593384987508,0.0561346733973525,0.0034438244923915,principal_5pct,49,38.775510204081634
Integra,US4642882819,isin,US4642882819,BlackRock USA,USD,2016-08-31,2019-07-31,23,0.000513861490306,0.0034760259313777785,0.0160486322271767,0.0003093041869676,principal_5pct,49,46.93877551020408
Integra,US4642887529,isin,US4642887529,BlackRock USA,USD,2015-01-30,2019-07-31,48,2.185652771560164e-05,2.1293034727406403e-05,3.013779540821132e-05,1.3074076083613482e-05,principal_5pct,49,97.95918367346938
Integra,US4642888519,isin,US4642888519,BlackRock USA,USD,2015-01-30,2019-07-31,48,0.00015048403564575001,0.00015041222104853958,0.000185376724831,9.00126583063874e-05,principal_5pct,49,97.95918367346938
Integra,US46429B5984,isin,US46429B5984,BlackRock Fund Advisors,USD,2024-05-31,2024-05-31,1,0.0108226490790197,0.0108226490790197,0.0108226490790197,0.0046824468905628,principal_5pct,49,2.0408163265306123
Integra,US46429B6719,isin,US46429B6719,BlackRock USA,USD,2018-01-31,2019-07-31,14,0.0180705565167192,0.018161890937866545,0.0318536501866805,0.01104744771478585,principal_5pct,49,28.57142857142857
Integra,US46434G1031,isin,US46434G1031,BlackRock USA,USD,2016-07-29,2019-07-31,30,0.058954171930684696,0.05785361844596068,0.1000676004691392,0.035634148983233846,principal_5pct,49,61.224489795918366
Integra,US46434G7723,isin,US46434G7723,BlackRock Fund Advisors,USD,2024-05-31,2024-05-31,1,0.0001996999349691,0.0001996999349691,0.0001996999349691,8.640068921337645e-05,principal_5pct,49,2.0408163265306123
Integra,US46434G8226,isin,US46434G8226,BlackRock USA,USD,2016-12-30,2019-07-31,27,0.0665195133152662,0.05667796585833141,0.1278612022000479,0.0377358287369796,principal_5pct,49,55.10204081632652
Integra,US46434V4648,isin,US46434V4648,BlackRock USA,USD,2016-09-30,2019-07-31,29,0.0063334055431584,0.00643796005884061,0.0079740970358539,0.0038102941309206,principal_5pct,49,59.183673469387756
Integra,US46641Q2176,isin,US46641Q2176,J.P. Morgan Investment Management Inc.,USD,2024-05-31,2024-05-31,1,0.049722760990557,0.049722760990557,0.049722760990557,0.0215126801109882,principal_5pct,49,2.0408163265306123
Integra,US51817R1068,isin,US51817R1068,LAN,SIN_DATO,2015-02-27,2015-02-27,1,0.0035134328954173,0.0035134328954173,0.0035134328954173,0.0021756048679364,principal_5pct,49,2.0408163265306123
Integra,US51817R1068,isin,US51817R1068,LAN,USD,2015-01-30,2015-01-30,1,0.0061230129821757,0.0061230129821757,0.0061230129821757,0.0036573595033911,principal_5pct,49,2.0408163265306123
Integra,US57060U1007,isin,US57060U1007,VAN ECK,USD,2015-01-30,2015-02-27,2,0.01145487434222115,0.01145487434222115,0.0193349944216881,0.007053979100495,principal_5pct,49,4.081632653061225
Integra,US57060U1916,isin,US57060U1916,VAN ECK,USD,2015-01-30,2015-02-27,2,0.00574365248052395,0.00574365248052395,0.007705666621741,0.0034721922660833,principal_5pct,49,4.081632653061225
Integra,US5771307924,isin,US5771307924,Matthews Intern,USD,2018-09-28,2019-07-31,7,0.0095768904268375,0.009627857094599613,0.0104708140908073,0.005690472406132,principal_5pct,49,14.285714285714285
Integra,US59022CAP86,isin,US59022CAP86,M. LYNCH & CO,BRL,2015-01-30,2017-02-28,23,0.0004863254270695,0.0005109117192801696,0.0006312964615714,0.0003068704569233,principal_5pct,49,46.93877551020408
Integra,US59022CAP86,isin,US59022CAP86,M. LYNCH & CO,SIN_DATO,2015-02-27,2015-02-27,1,0.0005243483743394,0.0005243483743394,0.0005243483743394,0.0003246895300591,principal_5pct,49,2.0408163265306123
Integra,US73935A1043,isin,US73935A1043,BANK NEW YORK,SIN_DATO,2015-02-27,2015-02-27,1,0.0588632498749608,0.0588632498749608,0.0588632498749608,0.0364495855712967,principal_5pct,49,2.0408163265306123
Integra,US73935A1043,isin,US73935A1043,BANK NEW YORK,USD,2015-01-30,2018-05-31,38,0.02986205162673235,0.028978466890709598,0.0756939552074654,0.0183045272301205,principal_5pct,49,77.55102040816327
Integra,US78462F1030,isin,US78462F1030,STATE ST BANK,USD,2015-01-30,2019-07-31,48,0.00029967725244835,0.006264375519668834,0.0416301548302989,0.00017872107584835002,principal_5pct,49,97.95918367346938
Integra,US78463V1070,isin,US78463V1070,STATE ST BANK,USD,2015-02-27,2019-07-31,42,8.622537078387537e-07,0.006215931273093036,0.0358561266449154,5.024902908654852e-07,principal_5pct,49,85.71428571428571
Integra,US78464A3591,isin,US78464A3591,"SSGA Funds Management, Inc.",USD,2024-05-31,2024-05-31,1,0.0421113732269791,0.0421113732269791,0.0421113732269791,0.0182195936673445,principal_5pct,49,2.0408163265306123
Integra,US78464A5810,isin,US78464A5810,"SSGA Funds Management, Inc.",USD,2024-05-31,2024-05-31,1,0.0085166148736836,0.0085166148736836,0.0085166148736836,0.0036847352752763,principal_5pct,49,2.0408163265306123
Integra,US78467V6083,isin,US78467V6083,State Street Global Advisors Inc,USD,2024-05-31,2024-05-31,1,0.024146322893413,0.024146322893413,0.024146322893413,0.0104469685494994,principal_5pct,49,2.0408163265306123
Integra,US81369Y1001,isin,US81369Y1001,STATE ST BANK,USD,2015-01-30,2019-07-31,48,0.00025320290210035005,0.00024656671716531247,0.0003213645032662,0.00015391445869275002,principal_5pct,49,97.95918367346938
Integra,US81369Y2090,isin,US81369Y2090,STATE ST BANK,EUR,2018-03-30,2018-03-30,1,0.0099462787647954,0.0099462787647954,0.0099462787647954,0.0059964480667713,principal_5pct,49,2.0408163265306123
Integra,US81369Y2090,isin,US81369Y2090,STATE ST BANK,USD,2015-01-30,2019-03-29,38,0.03048431137894715,0.025460767263084366,0.0576316727252905,0.01919639446412345,principal_5pct,49,77.55102040816327
Integra,US81369Y3080,isin,US81369Y3080,STATE ST BANK,SIN_DATO,2015-02-27,2015-02-27,1,0.0019130652647146,0.0019130652647146,0.0019130652647146,0.0011846175027341,principal_5pct,49,2.0408163265306123
Integra,US81369Y3080,isin,US81369Y3080,STATE ST BANK,USD,2015-01-30,2015-05-29,4,0.00186551818921175,0.0018758272463412,0.0019641137855276,0.00116852939026525,principal_5pct,49,8.16326530612245
Integra,US81369Y4070,isin,US81369Y4070,STATE ST BANK,USD,2015-07-31,2019-07-31,42,0.0079580894146831,0.010918049877507108,0.0264957531363857,0.004890493951147851,principal_5pct,49,85.71428571428571
Integra,US81369Y5069,isin,US81369Y5069,STATE ST BANK,USD,2015-01-30,2019-07-31,39,0.0089524600712965,0.012892243270127675,0.035218597225343,0.0055101741997254,principal_5pct,49,79.59183673469387
Integra,US81369Y5069,isin,US81369Y5069,State Street Global Advisors Inc,USD,2024-05-31,2024-05-31,1,0.0315830862087444,0.0315830862087444,0.0315830862087444,0.0136645032775938,principal_5pct,49,2.0408163265306123
Integra,US81369Y6059,isin,US81369Y6059,STATE ST BANK,EUR,2018-03-30,2018-03-30,1,0.0288973352714661,0.0288973352714661,0.0288973352714661,0.0174217287008636,principal_5pct,49,2.0408163265306123
Integra,US81369Y6059,isin,US81369Y6059,STATE ST BANK,USD,2015-01-30,2019-03-29,44,0.037803566761860044,0.0385264194851376,0.077376396524937,0.0232239703794041,principal_5pct,49,89.79591836734694
Integra,US81369Y7040,isin,US81369Y7040,STATE ST BANK,USD,2015-01-30,2015-07-31,7,0.0357007670591934,0.03899841566226803,0.0710390919790153,0.0226609229590773,principal_5pct,49,14.285714285714285
Integra,US81369Y8030,isin,US81369Y8030,STATE ST BANK,USD,2015-01-30,2019-07-31,48,0.0137552244784174,0.011244493828926215,0.0190806613530894,0.00883387628338295,principal_5pct,49,97.95918367346938
Integra,US912810RN00,isin,US912810RN00,TREASURY,USD,2015-08-31,2015-11-30,3,0.010343115951537,0.012793421537023767,0.0259883183141672,0.0065650143735826,principal_5pct,49,6.122448979591836
Integra,US92189F1066,isin,US92189F1066,VAN ECK,USD,2017-12-29,2019-07-31,15,0.0001034396302771,0.004718923555293029,0.0346942684386726,6.252524007114672e-05,principal_5pct,49,30.612244897959183
Integra,US92189F1066,isin,US92189F1066,Van Eck Associates Corporation,USD,2024-05-31,2024-05-31,1,0.0203911060165554,0.0203911060165554,0.0203911060165554,0.0088222643333646,principal_5pct,49,2.0408163265306123
Integra,US92189F4946,isin,US92189F4946,VAN ECK,USD,2018-05-31,2018-10-31,4,0.008326836553175149,0.007728235880588725,0.0113125195508054,0.00508762262600715,principal_5pct,49,8.16326530612245
Integra,US92189F7188,isin,US92189F7188,VAN ECK,EUR,2018-03-30,2018-03-30,1,0.0005644723894105,0.0005644723894105,0.0005644723894105,0.0003403111302497,principal_5pct,49,2.0408163265306123
Integra,US92189F7188,isin,US92189F7188,VAN ECK,USD,2016-12-30,2019-07-31,26,0.0006100124015061,0.0006238439461381461,0.0009731498651684,0.000373299317658,principal_5pct,49,53.06122448979592
Integra,US92189H3003,isin,US92189H3003,VAN ECK,USD,2018-11-30,2019-07-31,5,0.0017032031067597,0.0017259770647275,0.0018764457706603,0.0010128220562591,principal_5pct,49,10.204081632653061
Integra,US9220427424,isin,US9220427424,VANGUARD GROUP,USD,2015-07-31,2019-07-31,42,0.032209814912429205,0.03861531457982713,0.1554676830082629,0.01811675584951405,principal_5pct,49,85.71428571428571
Integra,US9220428745,isin,US9220428745,VANGUARD GROUP,USD,2015-01-30,2016-09-30,20,0.01702322543952255,0.016585792278190944,0.0345062628094009,0.01083081542954565,principal_5pct,49,40.816326530612244
Integra,US9229083632,isin,US9229083632,VANGUARD GROUP,USD,2015-01-30,2019-07-31,47,0.0261426192151383,0.04319120968601545,0.1319488361907504,0.017071546972225,principal_5pct,49,95.91836734693877
Integra,US9229087443,isin,US9229087443,VANGUARD GROUP,SIN_DATO,2015-02-27,2018-03-30,2,0.00894189103035925,0.00894189103035925,0.0164781676485517,0.005525556153459449,principal_5pct,49,4.081632653061225
Integra,US9229087443,isin,US9229087443,VANGUARD GROUP,USD,2015-01-30,2019-07-31,46,0.016957182988372,0.013789782422948385,0.0238231215447463,0.01048135467040185,principal_5pct,49,93.87755102040816
Integra,US97717W8516,isin,US97717W8516,WisdomTreeAsset,USD,2015-03-31,2015-11-30,8,0.040604658843344854,0.033292329647726965,0.0497812525555456,0.0252845492822744,principal_5pct,49,16.3265306122449
Integra,US97717X7012,isin,US97717X7012,WisdomTreeAsset,USD,2015-05-29,2015-11-30,6,0.04768026713031895,0.05149273791954797,0.0657212084378084,0.030294831553373397,principal_5pct,49,12.244897959183673
Integra,USP3703CAA82,isin,USP3703CAA82,Emgesa,COP,2015-01-30,2019-07-31,46,0.0008181804153066499,0.000825831309425537,0.0009669344776792,0.0004997201753681,principal_5pct,49,93.87755102040816
Integra,USP3703CAA82,isin,USP3703CAA82,Emgesa,SIN_DATO,2015-02-27,2015-02-27,1,0.0008696848059142,0.0008696848059142,0.0008696848059142,0.0005385304212826,principal_5pct,49,2.0408163265306123
Integra,USP3703CAA82,isin,USP3703CAA82,Emgesa,USD,2018-03-30,2018-03-30,1,0.000817800929762,0.000817800929762,0.000817800929762,0.0004930387454685,principal_5pct,49,2.0408163265306123
Integra,USP9379RAB35,isin,USP9379RAB35,EP Medellin,COP,2015-01-30,2019-03-29,45,0.0012633334373012,0.0012642766654738,0.0014649850742514,0.0007703144146318,principal_5pct,49,91.83673469387756
Integra,USP9379RAB35,isin,USP9379RAB35,EP Medellin,SIN_DATO,2015-02-27,2015-02-27,1,0.0013466402852728,0.0013466402852728,0.0013466402852728,0.0008338730942663,principal_5pct,49,2.0408163265306123
Integra,USP9379RAB35,isin,USP9379RAB35,EP Medellin,USD,2018-03-30,2018-03-30,1,0.001249046849518,0.001249046849518,0.001249046849518,0.0007530298258489,principal_5pct,49,2.0408163265306123
Integra,XS0213272122,isin,XS0213272122,GOB COL,COP,2015-01-30,2015-08-31,7,8.89039670239539e-05,8.990012604934024e-05,9.80595753250191e-05,5.609824093988591e-05,principal_5pct,49,14.285714285714285
