afp,identificador_final,tipo_identificador,isin,entidad_administradora,moneda_normalizada,primera_fecha,ultima_fecha,meses_presentes,peso_mediano_exterior,peso_promedio_exterior,peso_maximo_exterior,peso_mediano_total_fondo,escenario,meses_elegibles_afp,persistencia_pct
Habitat,US37954Y8488,isin,US37954Y8488,Global X Management Company LLC,USD,2026-01-30,2026-01-30,1,0.0374383664784254,0.0374383664784254,0.0374383664784254,0.0201320040600825,ampliado_15pct,133,0.7518796992481203
Habitat,US46137V1347,isin,US46137V1347,Invesco CM,USD,2021-02-26,2022-12-30,8,0.006006179956622349,0.0083429267969807,0.0186130943486362,0.0027890073505152,ampliado_15pct,133,6.015037593984962
Habitat,US46137V7203,isin,US46137V7203,Invesco CM,USD,2021-03-31,2021-05-31,3,0.0245962542091794,0.0219467904682545,0.0273005609536886,0.0135163840468289,ampliado_15pct,133,2.2556390977443606
Habitat,US46138E6288,isin,US46138E6288,Invesco Capital Management LLC,USD,2025-09-30,2026-01-30,3,0.0095359603372195,0.018688206143805,0.0425318222607721,0.0051278410433938,ampliado_15pct,133,2.2556390977443606
Habitat,US4642861037,isin,US4642861037,BlackRock USA,USD,2022-05-31,2022-11-30,2,0.0089744970566246,0.0089744970566246,0.0116445327788284,0.00380445586228785,ampliado_15pct,133,1.5037593984962405
Habitat,US4642861458,isin,US4642861458,BlackRock USA,USD,2017-07-31,2019-11-29,20,0.00554181145186715,0.008801737675871656,0.0246342962840201,0.0033342972681798,ampliado_15pct,133,15.037593984962406
Habitat,US4642863504,isin,US4642863504,BlackRock USA,USD,2022-05-31,2022-11-30,7,0.014538442332103,0.014095732941268485,0.0157670934065444,0.0062774619966223,ampliado_15pct,133,5.263157894736842
Habitat,US4642864007,isin,US4642864007,BlackRock Fund Advisors,USD,2024-05-31,2026-01-30,13,0.0297290537659929,0.02647619197267139,0.0518037309615937,0.0141295908390596,ampliado_15pct,133,9.774436090225564
Habitat,US4642864007,isin,US4642864007,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.0185576300934564,0.0185576300934564,0.0185576300934564,0.0100177066447441,ampliado_15pct,133,0.7518796992481203
Habitat,US4642864007,isin,US4642864007,BlackRock USA,USD,2018-10-31,2024-03-29,60,0.03068764866389455,0.03521131316700045,0.1082525725165127,0.01617737897951905,ampliado_15pct,133,45.11278195488722
Habitat,US4642865095,isin,US4642865095,BlackRock USA,USD,2022-05-31,2022-11-30,2,0.0105103786951805,0.0105103786951805,0.0119162580841893,0.004360278303202,ampliado_15pct,133,1.5037593984962405
Habitat,US4642865178,isin,US4642865178,BlackRock USA,USD,2017-03-31,2019-12-31,20,0.00431932095833335,0.0041206049636206615,0.0109663885769713,0.00268043955765395,ampliado_15pct,133,15.037593984962406
Habitat,US4642866085,isin,US4642866085,BlackRock Fund Advisors,USD,2024-04-30,2025-04-30,5,0.0005077571623129,0.003500715005672,0.0097863768783947,0.0002355575629597,ampliado_15pct,133,3.7593984962406015
Habitat,US4642866085,isin,US4642866085,BlackRock USA,SIN_DATO,2018-03-30,2018-03-30,1,0.0656569739826875,0.0656569739826875,0.0656569739826875,0.0401264043150622,ampliado_15pct,133,0.7518796992481203
Habitat,US4642866085,isin,US4642866085,BlackRock USA,USD,2015-01-30,2024-03-29,80,0.01940402448880765,0.026696519116227092,0.1117613237567035,0.011088526885657,ampliado_15pct,133,60.150375939849624
Habitat,US4642866408,isin,US4642866408,BlackRock Fund Advisors,USD,2024-04-30,2025-11-28,2,0.0030438001195388503,0.0030438001195388503,0.0039590215576495,0.0015400658779535499,ampliado_15pct,133,1.5037593984962405
Habitat,US4642866408,isin,US4642866408,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.0034229883086866,0.0034229883086866,0.0034229883086866,0.0018477840409644,ampliado_15pct,133,0.7518796992481203
Habitat,US4642866408,isin,US4642866408,BlackRock USA,USD,2022-12-30,2024-03-29,15,0.0052529334480557,0.00695655508286378,0.0140187090154996,0.0026304710198891,ampliado_15pct,133,11.278195488721805
Habitat,US4642866655,isin,US4642866655,BlackRock USA,USD,2016-07-29,2022-10-31,15,0.0125077612388161,0.009646348587541707,0.0178613331624882,0.0054411040721184,ampliado_15pct,133,11.278195488721805
Habitat,US4642867075,isin,US4642867075,BlackRock USA,USD,2023-02-28,2023-05-31,4,0.01063946850905625,0.009086491678488049,0.0111311716824401,0.005440995479964451,ampliado_15pct,133,3.007518796992481
Habitat,US4642867315,isin,US4642867315,BlackRock USA,USD,2015-03-31,2015-07-31,5,0.0105693158415666,0.01074641152929906,0.0119628986224098,0.0069995696659765,ampliado_15pct,133,3.7593984962406015
Habitat,US4642867646,isin,US4642867646,BlackRock USA,USD,2015-01-30,2022-02-28,13,0.0079281601235582,0.01150022227567667,0.0311164652797891,0.0051497795632549,ampliado_15pct,133,9.774436090225564
Habitat,US4642867729,isin,US4642867729,BlackRock Fund Advisors,USD,2024-04-30,2026-01-30,6,0.009300789985013349,0.011489362786675799,0.0205269128582462,0.004958219013046199,ampliado_15pct,133,4.511278195488721
Habitat,US4642867729,isin,US4642867729,BlackRock USA,USD,2015-01-30,2024-03-29,19,0.0070386214596447,0.008564859073249548,0.0185439362976788,0.0043175834226936,ampliado_15pct,133,14.285714285714285
Habitat,US4642868065,isin,US4642868065,BlackRock Fund Advisors,USD,2024-04-30,2025-03-31,7,0.0134325595248167,0.014317062780527672,0.0215909318802354,0.0070859133780308,ampliado_15pct,133,5.263157894736842
Habitat,US4642868065,isin,US4642868065,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.0010376601954945,0.0010376601954945,0.0010376601954945,0.0005601456319068,ampliado_15pct,133,0.7518796992481203
Habitat,US4642868065,isin,US4642868065,BlackRock USA,USD,2015-01-30,2024-03-29,32,0.0143800315259329,0.019067052056677056,0.0638917259558715,0.007531004023807601,ampliado_15pct,133,24.06015037593985
Habitat,US4642868149,isin,US4642868149,BlackRock Fund Advisors,USD,2024-04-30,2024-10-31,4,0.009754597939214349,0.010493946514782,0.0211719211349673,0.00457414541689905,ampliado_15pct,133,3.007518796992481
Habitat,US4642868149,isin,US4642868149,BlackRock USA,USD,2023-01-31,2024-03-29,9,0.008841946194482,0.0091366770425058,0.0140429050293146,0.0042466043045863,ampliado_15pct,133,6.7669172932330826
Habitat,US4642868222,isin,US4642868222,BlackRock Fund Advisors,USD,2024-04-30,2024-05-31,2,0.0158391426191065,0.0158391426191065,0.0182445447272366,0.0074218604833046,ampliado_15pct,133,1.5037593984962405
Habitat,US4642868222,isin,US4642868222,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.011489112656579,0.011489112656579,0.011489112656579,0.0062020074558231,ampliado_15pct,133,0.7518796992481203
Habitat,US4642868222,isin,US4642868222,BlackRock USA,USD,2021-09-30,2024-03-29,23,0.0147087951356671,0.017741240443274357,0.0376746483337455,0.0067284481373227,ampliado_15pct,133,17.293233082706767
Habitat,US4642868487,isin,US4642868487,BlackRock USA,USD,2015-01-30,2016-06-30,14,0.0178091497737846,0.019558500172225993,0.0418006935351449,0.01174473502339245,ampliado_15pct,133,10.526315789473683
Habitat,US4642868552,isin,US4642868552,BlackRock USA,USD,2015-04-30,2015-12-31,9,0.0040209887209809,0.00415148800915421,0.0065576209871077,0.0026142042999729,ampliado_15pct,133,6.7669172932330826
Habitat,US4642871846,isin,US4642871846,BlackRock Fund Advisors,USD,2024-04-30,2025-08-29,16,1.7976540382587187e-05,0.001929095666968957,0.0092365083849376,9.425136228298357e-06,ampliado_15pct,133,12.030075187969924
Habitat,US4642871846,isin,US4642871846,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.0190008022085705,0.0190008022085705,0.0190008022085705,0.0102569380670747,ampliado_15pct,133,0.7518796992481203
Habitat,US4642871846,isin,US4642871846,BlackRock USA,USD,2015-01-30,2024-03-29,45,0.010315394052113,0.013606513991121193,0.0637984816504966,0.0060346880725306,ampliado_15pct,133,33.83458646616541
Habitat,US4642871929,isin,US4642871929,BlackRock USA,USD,2015-01-30,2015-11-30,11,0.0010612724211392,0.002910719002564764,0.0102138023003846,0.0006921021997038,ampliado_15pct,133,8.270676691729323
Habitat,US4642872000,isin,US4642872000,BlackRock Fund Advisors,USD,2025-06-30,2025-12-31,2,0.01483791351742395,0.01483791351742395,0.0149704021079308,0.0084218710006438,ampliado_15pct,133,1.5037593984962405
Habitat,US4642872000,isin,US4642872000,BlackRock USA,USD,2015-01-30,2022-12-30,62,0.040323408415950446,0.0448724115312884,0.0993969728817695,0.0261007066513879,ampliado_15pct,133,46.616541353383454
Habitat,US4642872349,isin,US4642872349,BlackRock USA,SIN_DATO,2018-03-30,2018-03-30,1,0.0405455620051213,0.0405455620051213,0.0405455620051213,0.0247795095556478,ampliado_15pct,133,0.7518796992481203
Habitat,US4642872349,isin,US4642872349,BlackRock USA,USD,2015-01-30,2023-07-31,63,0.0223430229275458,0.03058800599919159,0.1203824547603631,0.013960049866134,ampliado_15pct,133,47.368421052631575
Habitat,US4642872422,isin,US4642872422,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.0113552813283888,0.0113552813283888,0.0113552813283888,0.006129763156366,ampliado_15pct,133,0.7518796992481203
Habitat,US4642872422,isin,US4642872422,BlackRock USA,USD,2023-05-31,2023-11-30,6,0.0123813826387248,0.012392425370059199,0.0135017263214253,0.0061111182918304995,ampliado_15pct,133,4.511278195488721
Habitat,US4642873412,isin,US4642873412,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.0038771323255491,0.0038771323255491,0.0038771323255491,0.0020929382719995,ampliado_15pct,133,0.7518796992481203
Habitat,US4642873412,isin,US4642873412,BlackRock USA,USD,2022-05-31,2023-12-29,19,0.0192885080653488,0.025771142670551278,0.0876268736568583,0.0093026072956937,ampliado_15pct,133,14.285714285714285
Habitat,US4642873909,isin,US4642873909,BlackRock Fund Advisors,USD,2024-04-30,2025-07-31,7,0.005633050917406,0.004166379850151892,0.010691071340653,0.0032236890429374,ampliado_15pct,133,5.263157894736842
Habitat,US4642873909,isin,US4642873909,BlackRock USA,USD,2018-10-31,2024-03-29,29,0.0208949235544452,0.017907109656509605,0.0345237292049506,0.0104338176213064,ampliado_15pct,133,21.804511278195488
Habitat,US4642874329,isin,US4642874329,BlackRock Fund Advisors,USD,2024-04-30,2024-08-30,5,9.187808818020742e-05,0.0027656751580935144,0.0134699544391886,4.268106923718274e-05,ampliado_15pct,133,3.7593984962406015
Habitat,US4642874329,isin,US4642874329,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.0574426881994028,0.0574426881994028,0.0574426881994028,0.0310084852628907,ampliado_15pct,133,0.7518796992481203
Habitat,US4642874329,isin,US4642874329,BlackRock USA,USD,2020-06-30,2024-03-29,15,0.0114371301297112,0.021659446876223065,0.0681329593884099,0.0061530646948907,ampliado_15pct,133,11.278195488721805
Habitat,US4642875151,isin,US4642875151,BlackRock Fund Advisors,USD,2024-05-31,2025-04-30,12,0.00015575321321505,0.0015743858858242416,0.0123142384030531,7.731006100686868e-05,ampliado_15pct,133,9.022556390977442
Habitat,US4642875151,isin,US4642875151,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.004428041018622,0.004428041018622,0.004428041018622,0.0023903276286927,ampliado_15pct,133,0.7518796992481203
Habitat,US4642875151,isin,US4642875151,BlackRock USA,USD,2015-01-30,2024-02-29,24,0.0133125652103406,0.014638961930763417,0.0464481921861208,0.0086681299933581,ampliado_15pct,133,18.045112781954884
Habitat,US4642875235,isin,US4642875235,BlackRock Fund Advisors,USD,2024-06-28,2026-01-30,20,0.09781077876298346,0.10549762222146197,0.1810074697887299,0.0529014506768927,ampliado_15pct,133,15.037593984962406
Habitat,US4642875235,isin,US4642875235,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.012613111463241,0.012613111463241,0.012613111463241,0.0068087600561001,ampliado_15pct,133,0.7518796992481203
Habitat,US4642875235,isin,US4642875235,BlackRock USA,USD,2015-03-31,2024-03-29,35,0.018487640154712,0.02046482391220002,0.071663459750842,0.0094169424372919,ampliado_15pct,133,26.31578947368421
Habitat,US4642876555,isin,US4642876555,BlackRock Fund Advisors,USD,2024-07-31,2025-10-31,14,0.0107840838907565,0.0221584399875342,0.0655748859960159,0.00568895898133095,ampliado_15pct,133,10.526315789473683
Habitat,US4642876555,isin,US4642876555,BlackRock USA,USD,2015-01-30,2021-12-31,45,0.0128078823745301,0.01567986653177665,0.0491761373348037,0.007775587132927,ampliado_15pct,133,33.83458646616541
Habitat,US4642877629,isin,US4642877629,BlackRock Fund Advisors,USD,2025-03-31,2025-03-31,1,0.0179105502395506,0.0179105502395506,0.0179105502395506,0.0092597195149743,ampliado_15pct,133,0.7518796992481203
Habitat,US4642877629,isin,US4642877629,BlackRock USA,SIN_DATO,2015-02-27,2015-02-27,1,0.0050428961746968,0.0050428961746968,0.0050428961746968,0.0031881161161742,ampliado_15pct,133,0.7518796992481203
Habitat,US4642877629,isin,US4642877629,BlackRock USA,USD,2015-01-30,2020-05-29,14,0.0070151764189995,0.00735989818284155,0.0137695273443576,0.0041416922724102,ampliado_15pct,133,10.526315789473683
Habitat,US4642878049,isin,US4642878049,BlackRock Fund Advisors,USD,2024-06-28,2024-08-30,3,0.0087889890514861,0.006205076201324934,0.0090204282585633,0.0041119815740996,ampliado_15pct,133,2.2556390977443606
Habitat,US4642878049,isin,US4642878049,BlackRock USA,USD,2017-04-28,2024-02-29,11,0.0129947702373091,0.011888699898017174,0.0269876905761257,0.0072789031115308,ampliado_15pct,133,8.270676691729323
Habitat,US4642878619,isin,US4642878619,BlackRock USA,USD,2015-01-30,2015-05-29,5,0.0191035981413355,0.01920261699155202,0.0208605712057523,0.0124088461584617,ampliado_15pct,133,3.7593984962406015
Habitat,US4642881829,isin,US4642881829,BlackRock USA,USD,2015-01-30,2019-11-29,30,0.01193146884951115,0.013102062210685767,0.0261563868719096,0.00688531419416355,ampliado_15pct,133,22.55639097744361
Habitat,US4642882579,isin,US4642882579,BlackRock USA,USD,2015-01-30,2016-01-29,11,0.0480875798093426,0.043030115827492076,0.0730499528280378,0.0311351964277403,ampliado_15pct,133,8.270676691729323
Habitat,US4642882819,isin,US4642882819,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.0065075597835668,0.0065075597835668,0.0065075597835668,0.0035128852421675,ampliado_15pct,133,0.7518796992481203
Habitat,US4642882819,isin,US4642882819,BlackRock USA,USD,2019-10-31,2024-03-29,17,0.0047451149978697,0.005422893460598247,0.0097212501050334,0.0022789808185313,ampliado_15pct,133,12.781954887218044
Habitat,US4642885135,isin,US4642885135,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.0091404461288826,0.0091404461288826,0.0091404461288826,0.0049341595591734,ampliado_15pct,133,0.7518796992481203
Habitat,US4642885135,isin,US4642885135,BlackRock USA,USD,2023-06-30,2023-09-29,4,0.0024847796766433,0.00252020942985585,0.0027150489765763,0.00128702295013195,ampliado_15pct,133,3.007518796992481
Habitat,US4642887784,isin,US4642887784,BlackRock Fund Advisors,USD,2024-07-31,2025-09-30,13,0.034523336698801,0.02702832809507604,0.043511194183429,0.0161948050777401,ampliado_15pct,133,9.774436090225564
Habitat,US4642887784,isin,US4642887784,BlackRock USA,USD,2015-08-31,2024-01-31,19,0.0150672259312564,0.014293739327652412,0.0372192498994056,0.008636898351452,ampliado_15pct,133,14.285714285714285
Habitat,US4642891315,isin,US4642891315,BlackRock Fund Advisors,USD,2024-04-30,2026-01-30,12,0.00982185043345545,0.011501190405592727,0.0344504595304236,0.0055718738051235,ampliado_15pct,133,9.022556390977442
Habitat,US4642891315,isin,US4642891315,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.0181797190713454,0.0181797190713454,0.0181797190713454,0.0098137042081044,ampliado_15pct,133,0.7518796992481203
Habitat,US4642891315,isin,US4642891315,BlackRock USA,USD,2020-01-31,2024-03-29,34,0.00362027412226245,0.00766913427981798,0.0404961905904318,0.00167270924285825,ampliado_15pct,133,25.563909774436087
Habitat,US4642891802,isin,US4642891802,BlackRock Fund Advisors,USD,2024-04-30,2026-01-30,13,0.0062902525891199,0.011644500705075734,0.0502196159692839,0.0032520483108872,ampliado_15pct,133,9.774436090225564
Habitat,US4642891802,isin,US4642891802,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.0024609478975611,0.0024609478975611,0.0024609478975611,0.0013284591826442,ampliado_15pct,133,0.7518796992481203
Habitat,US4642891802,isin,US4642891802,BlackRock USA,USD,2017-02-28,2024-03-29,19,0.0089570381168229,0.00970771427651937,0.021041814669455,0.0040293387853428,ampliado_15pct,133,14.285714285714285
Habitat,US46429B5984,isin,US46429B5984,BlackRock USA,USD,2015-01-30,2015-12-31,12,0.0043261087249707,0.004060007172823159,0.0096630610655118,0.0027941327873988,ampliado_15pct,133,9.022556390977442
Habitat,US46434G1031,isin,US46434G1031,BlackRock USA,USD,2019-03-29,2019-11-29,9,0.0151730454115567,0.014017803483042376,0.0334371877315987,0.0085892383504781,ampliado_15pct,133,6.7669172932330826
Habitat,US46434G7723,isin,US46434G7723,BlackRock Fund Advisors,USD,2024-04-30,2024-10-31,6,0.0193594486594439,0.020196111272842866,0.0328936679808314,0.0091824402087629,ampliado_15pct,133,4.511278195488721
Habitat,US46434G7723,isin,US46434G7723,BlackRock USA,USD,2019-11-29,2024-03-29,17,0.0094168096100583,0.012357916289784793,0.0283971365002188,0.0045111819737997,ampliado_15pct,133,12.781954887218044
Habitat,US46434G7988,isin,US46434G7988,BlackRock USA,USD,2019-08-30,2021-06-30,14,0.00837307156402825,0.010978170576221165,0.0247377253963988,0.00453337767640705,ampliado_15pct,133,10.526315789473683
Habitat,US46434G8226,isin,US46434G8226,BlackRock Fund Advisors,USD,2024-04-30,2025-05-30,11,0.0292372781594569,0.0322684603000786,0.0598755241993887,0.0156439063207162,ampliado_15pct,133,8.270676691729323
Habitat,US46434G8226,isin,US46434G8226,BlackRock Luxembourg S.A.,USD,2023-10-31,2023-10-31,1,0.0244066058880987,0.0244066058880987,0.0244066058880987,0.0131750776769211,ampliado_15pct,133,0.7518796992481203
Habitat,US46434G8226,isin,US46434G8226,BlackRock USA,USD,2016-11-30,2024-03-29,54,0.022461592919902948,0.038009891773980585,0.1107038150410413,0.01292619606516585,ampliado_15pct,133,40.6015037593985
Habitat,US46434G8309,isin,US46434G8309,BlackRock USA,USD,2022-02-28,2022-02-28,1,0.0080944261698598,0.0080944261698598,0.0080944261698598,0.0030639169458646,ampliado_15pct,133,0.7518796992481203
Habitat,US46434V5488,isin,US46434V5488,BlackRock USA,USD,2015-01-30,2015-12-31,12,0.0005744950028878999,0.0005780288786718083,0.0007749417897095,0.00037781444516205,ampliado_15pct,133,9.022556390977442
Habitat,US46434V6395,isin,US46434V6395,BlackRock USA,USD,2016-03-31,2019-07-31,30,0.0270204957128252,0.03173197614069934,0.0791350756699251,0.0166052343596872,ampliado_15pct,133,22.55639097744361
Habitat,US46434V8862,isin,US46434V8862,BlackRock USA,USD,2015-09-30,2019-11-29,46,0.01475213898119565,0.01719111641213835,0.054694144272777,0.00883622043182945,ampliado_15pct,133,34.58646616541353
Habitat,US46435G1022,isin,US46435G1022,BlackRock USA,USD,2020-08-31,2021-06-30,11,0.0400754032079965,0.03492279690746846,0.0687564537351965,0.020789195346296,ampliado_15pct,133,8.270676691729323
Habitat,US46435G3341,isin,US46435G3341,BlackRock USA,USD,2022-02-28,2023-08-31,12,0.02391453612876615,0.022867578403843517,0.0386704014758066,0.011272587754279199,ampliado_15pct,133,9.022556390977442
Habitat,US46641Q2176,isin,US46641Q2176,J.P. Morgan Investment Management Inc.,USD,2025-06-30,2026-01-30,8,0.0003225343500089,0.00506218128090455,0.0294472864483439,0.00018649607296005,ampliado_15pct,133,6.015037593984962
Habitat,US5007673065,isin,US5007673065,Krane Funds,USD,2019-06-28,2024-03-29,50,0.024266767026814552,0.030586532801176087,0.0832481746368396,0.011122046803939401,ampliado_15pct,133,37.59398496240601
Habitat,US5007673065,isin,US5007673065,"Krane Funds Advisors, LLC",USD,2023-10-31,2026-01-30,21,0.0367719121189713,0.03848742835896989,0.1033097727330049,0.0169485120355983,ampliado_15pct,133,15.789473684210526
Habitat,US5007674055,isin,US5007674055,Krane Funds,USD,2020-03-31,2020-04-30,2,0.0015243005685575501,0.0015243005685575501,0.0015656959507493,0.0007860043778633501,ampliado_15pct,133,1.5037593984962405
Habitat,US5007676118,isin,US5007676118,Krane Funds,USD,2021-02-26,2021-02-26,1,0.0127736651204894,0.0127736651204894,0.0127736651204894,0.0067032962235666,ampliado_15pct,133,0.7518796992481203
Habitat,US5007678270,isin,US5007678270,Krane Funds,USD,2021-02-26,2021-02-26,1,0.003743039839082,0.003743039839082,0.003743039839082,0.0019642525916646,ampliado_15pct,133,0.7518796992481203
Habitat,US5007678353,isin,US5007678353,Krane Funds,USD,2021-01-29,2021-02-26,2,0.0083346907874569,0.0083346907874569,0.0163403909197289,0.00436839844145435,ampliado_15pct,133,1.5037593984962405
Habitat,US5007678502,isin,US5007678502,Krane Funds,USD,2021-02-26,2021-02-26,1,0.0164229167588902,0.0164229167588902,0.0164229167588902,0.0086183311407806,ampliado_15pct,133,0.7518796992481203
Habitat,US57060U1007,isin,US57060U1007,VAN ECK,USD,2015-03-31,2015-06-30,2,0.00175696121437325,0.00175696121437325,0.0018888536089582,0.0011395480622613,ampliado_15pct,133,1.5037593984962405
Habitat,US5771307924,isin,US5771307924,Matthews Intern,USD,2015-11-30,2021-07-30,69,0.0222740858563685,0.028688929054670055,0.0851112555795903,0.0129092902208953,ampliado_15pct,133,51.8796992481203
Habitat,US5771308344,isin,US5771308344,Matthews Intern,USD,2016-10-31,2020-01-31,40,0.0016951237432737002,0.0075341620653759074,0.023744108451183,0.0009779546922886,ampliado_15pct,133,30.075187969924812
Habitat,US71647NBK46,isin,US71647NBK46,Petrobras GF B.,USD,2023-07-31,2023-09-29,3,0.0084507398338963,0.0087931741523034,0.0095366864983519,0.0044103404902201,ampliado_15pct,133,2.2556390977443606
Habitat,US71647NBK46,isin,US71647NBK46,Petrobras Global Finance B.V.,USD,2023-10-31,2023-10-31,1,0.0087366429905451,0.0087366429905451,0.0087366429905451,0.0047161801425281,ampliado_15pct,133,0.7518796992481203
Habitat,US72201R8824,isin,US72201R8824,PIMCO ETF Trust,USD,2024-04-30,2024-06-28,3,0.0223978525064644,0.0169901547954412,0.0236812042165259,0.0106215815303091,ampliado_15pct,133,2.2556390977443606
Habitat,US73935A1043,isin,US73935A1043,BANK NEW YORK,SIN_DATO,2015-02-27,2015-02-27,1,0.0165996540151565,0.0165996540151565,0.0165996540151565,0.0104942919019781,ampliado_15pct,133,0.7518796992481203
Habitat,US73935A1043,isin,US73935A1043,BANK NEW YORK,USD,2015-01-30,2016-06-30,15,0.0173973411122552,0.01676486897609314,0.0292420261163351,0.0116267583631734,ampliado_15pct,133,11.278195488721805
Habitat,US78462F1030,isin,US78462F1030,STATE ST BANK,USD,2015-01-30,2021-12-31,54,0.01587235857245805,0.020522620091429015,0.0700836458523046,0.00945696631685845,ampliado_15pct,133,40.6015037593985
Habitat,US78462F1030,isin,US78462F1030,State Street GA,USD,2022-01-31,2023-12-29,11,0.0245525000975722,0.02468081693424351,0.0626330661212903,0.0113757967222788,ampliado_15pct,133,8.270676691729323
Habitat,US78462F1030,isin,US78462F1030,State Street Global Advisors Inc,USD,2023-10-31,2023-10-31,1,0.0109465644826082,0.0109465644826082,0.0109465644826082,0.0059091312415593,ampliado_15pct,133,0.7518796992481203
Habitat,US78463X5095,isin,US78463X5095,SSGA Funds Mana,USD,2019-04-30,2019-12-31,6,0.0079761360345915,0.010904921101477635,0.0300565976217825,0.0044507165750832,ampliado_15pct,133,4.511278195488721
Habitat,US78464A3591,isin,US78464A3591,SSGA Funds Mana,USD,2019-02-28,2022-01-31,29,0.0078198460231925,0.00869396625015839,0.0263696611663706,0.0038459267200545,ampliado_15pct,133,21.804511278195488
Habitat,US78464A3591,isin,US78464A3591,STATE ST BANK,USD,2018-02-28,2018-09-28,7,0.0121017696672222,0.018580790148151127,0.0457211507878714,0.0075361784047007,ampliado_15pct,133,5.263157894736842
Habitat,US78468R5569,isin,US78468R5569,SSGA Funds Mana,USD,2022-02-28,2022-08-31,6,0.015110333974293049,0.014722311689512083,0.0196533496657095,0.00669953767578935,ampliado_15pct,133,4.511278195488721
Habitat,US78468R556X,isin,US78468R556X,SSGA Funds Mana,USD,2022-06-30,2023-11-30,11,0.0092343493949178,0.008581682745276282,0.0184975195460565,0.0036627950529583,ampliado_15pct,133,8.270676691729323
Habitat,US78468R8530,isin,US78468R8530,SSGA Funds Mana,USD,2023-01-31,2024-02-29,10,0.02077581583129485,0.026648277204982213,0.0585063662874304,0.010933180996686699,ampliado_15pct,133,7.518796992481203
Habitat,US78468R8530,isin,US78468R8530,"SSGA Funds Management, Inc.",USD,2023-10-31,2025-02-28,11,0.0202766555854559,0.01869911165492266,0.0393698869125367,0.009553895389674,ampliado_15pct,133,8.270676691729323
Habitat,US81369Y1001,isin,US81369Y1001,STATE ST BANK,USD,2015-01-30,2015-05-29,5,0.001020811982292,0.00103358274285924,0.0011415359085796,0.0006630739796378,ampliado_15pct,133,3.7593984962406015
Habitat,US81369Y3080,isin,US81369Y3080,STATE ST BANK,SIN_DATO,2015-02-27,2015-02-27,1,0.0034267579920958,0.0034267579920958,0.0034267579920958,0.0021663944690446,ampliado_15pct,133,0.7518796992481203
Habitat,US81369Y3080,isin,US81369Y3080,STATE ST BANK,USD,2015-01-30,2016-11-30,16,0.0023473863840948,0.0023553791472509873,0.0047727132665687,0.0015687800831036,ampliado_15pct,133,12.030075187969924
Habitat,US81369Y4070,isin,US81369Y4070,STATE ST BANK,USD,2015-01-30,2018-10-31,17,0.0118106302463687,0.011918252619942265,0.0181764610524176,0.0076480779292151,ampliado_15pct,133,12.781954887218044
Habitat,US81369Y4070,isin,US81369Y4070,State Street GA,USD,2022-12-30,2024-01-31,2,0.009907043694983,0.009907043694983,0.0162331797515519,0.00469299453472715,ampliado_15pct,133,1.5037593984962405
Habitat,US81369Y5069,isin,US81369Y5069,STATE ST BANK,USD,2015-01-30,2021-12-31,23,0.0046024789555282,0.018480396670062016,0.0743074801375235,0.0023573589470592,ampliado_15pct,133,17.293233082706767
Habitat,US81369Y5069,isin,US81369Y5069,State Street GA,USD,2022-01-31,2024-03-29,25,0.0714468948902506,0.06921450178387942,0.1702723152404352,0.0378661910043714,ampliado_15pct,133,18.796992481203006
Habitat,US81369Y5069,isin,US81369Y5069,State Street Global Advisors Inc,USD,2023-10-31,2025-05-30,12,0.0050892210064498004,0.02064550488860659,0.0910583119859141,0.0023642812806883504,ampliado_15pct,133,9.022556390977442
Habitat,US81369Y6059,isin,US81369Y6059,STATE ST BANK,EUR,2018-03-30,2018-03-30,1,0.0096904491107247,0.0096904491107247,0.0096904491107247,0.0059223393255072,ampliado_15pct,133,0.7518796992481203
Habitat,US81369Y6059,isin,US81369Y6059,STATE ST BANK,USD,2015-01-30,2021-12-31,33,0.0100557929005699,0.015568370508487368,0.053231958538012,0.0052030528805901,ampliado_15pct,133,24.81203007518797
Habitat,US81369Y6059,isin,US81369Y6059,State Street GA,USD,2022-02-28,2024-03-29,7,0.0077595432309286,0.010429498121186629,0.0251390304417309,0.0036972348893223,ampliado_15pct,133,5.263157894736842
Habitat,US81369Y6059,isin,US81369Y6059,State Street Global Advisors Inc,USD,2024-04-30,2025-09-30,14,0.0001367789165068,0.007893451218161525,0.0233677602491958,6.351550131524869e-05,ampliado_15pct,133,10.526315789473683
