fecha,SPY,NEM,FCX,EPU,MCHI,EEM,USD_PEN,ret_SPY,ret_NEM,ret_FCX,ret_EPU,ret_MCHI,ret_EEM,ret_USD_PEN
2024-12-31,586.0800170898438,37.220001220703125,38.08000183105469,39.61000061035156,46.86000061035156,41.81999969482422,,,,,,,,
2025-01-02,584.6400146484375,38.369998931884766,37.880001068115234,39.959999084472656,46.02000045776367,41.7599983215332,3.754,-0.0024570065510107,0.0308973044993339,-0.0052521206229656,0.0088361138280221,-0.0179257392583629,-0.0014347530781652,
2025-01-03,591.9500122070312,38.11000061035156,37.709999084472656,39.869998931884766,46.38999938964844,42.150001525878906,3.769,0.0125034164194004,-0.0067760836270742,-0.0044879086285367,-0.0022522561223696,0.0080399593264746,0.0093391575675567,0.0039957378795951
2025-01-06,595.3599853515625,37.790000915527344,38.56999969482422,40.27000045776367,45.619998931884766,42.29999923706055,3.764,0.0057605761875356,-0.0083967381185845,0.022805638590049,0.0100326445095291,-0.0165984149147346,0.0035586644306417,-0.0013266118333776
2025-01-07,588.6300048828125,38.15999984741211,38.7400016784668,39.959999084472656,45.2400016784668,42.0,3.778,-0.011304052395755,0.0097909214850731,0.0044076221153144,-0.0076980722564469,-0.0083296199542955,-0.0070921806730839,0.0037194473963868
2025-01-08,589.489990234375,39.130001068115234,39.7400016784668,40.31999969482422,44.93000030517578,41.79999923706055,3.775,0.0014609947580461,0.0254193193024581,0.0258131119430446,0.0090090244894787,-0.0068523731606882,-0.0047619229271298,-0.0007940709370037
2025-01-09,,,,,,,3.764,,,,,,,-0.0029139072847682
2025-01-10,580.489990234375,39.09999847412109,38.97999954223633,40.060001373291016,43.709999084472656,41.09000015258789,3.773,-0.0152674348150029,-0.0007667414560483,-0.019124360949443,-0.0064483711185786,-0.0271533766395853,-0.0169856243404703,0.0023910733262486
2025-01-13,581.3900146484375,39.16999816894531,39.40999984741211,39.93000030517578,43.869998931884766,40.810001373291016,3.782,0.001550456388919,0.0017902735947816,0.0110313060601721,-0.0032451588531874,0.0036604861762385,-0.0068142803177683,0.0023853697323084
2025-01-14,582.1900024414062,40.15999984741211,39.5,40.470001220703125,44.83000183105469,41.27000045776367,3.775,0.0013759916283606,0.025274488760423,0.0022836882247234,0.013523689241178,0.0218829022690536,0.0112717243076034,-0.0018508725542041
2025-01-15,592.780029296875,41.369998931884766,40.02999877929688,40.869998931884766,45.310001373291016,41.810001373291016,3.764,0.01818998404483,0.0301294593891943,0.0134176906151106,0.0098838077370013,0.0107071051222626,0.0130845870980784,-0.0029139072847682
2025-01-16,591.6400146484375,41.650001525878906,40.02999877929688,40.75,45.27999877929688,41.7599983215332,3.76,-0.0019231664227786,0.0067682523863528,0.0,-0.0029361129195222,-0.0006621627253321,-0.001195959103454,-0.0010626992561104
2025-01-17,597.5800170898438,41.66999816894531,40.220001220703125,40.43999862670898,46.209999084472656,42.09000015258789,3.744,0.0100398929996914,0.0004801114605956,0.0047465013040299,-0.0076073956635832,0.0205388765514058,0.00790234301529,-0.004255319148936
2025-01-20,,,,,,,3.736,,,,,,,-0.0021367521367521
2025-01-21,603.0499877929688,42.34999847412109,40.29999923706055,40.84000015258789,46.5099983215332,42.540000915527344,3.731,0.0091535368430879,0.0163187025451456,0.0019890107888969,0.0098912349026323,0.0064920848951357,0.0106913937112871,-0.001338329764454
